Titel,URL,Beschreibung,Sentiment,Top-Level-Domain
Bundesbericht Forschung und Innovation 2024,https://www.bundesbericht-forschung-innovation.de/files/BMBF_BuFI-2024_Hauptband.pdf,... Deutschlands rolle in europa ... (KI) ganz deutlich. Die Bundesregierung stimmt deshalb mit der. Expertenkommission Forschung und Innovation. (EFI) ...,neutral,de
Wie Künstliche Intelligenz Klimaschutz und Nachhaltigkeit fördern ...,https://ki-verband.de/wp-content/uploads/2021/02/KIBV-Klima-Positionspapier-1.pdf,"deutschland/. Page 12. 5. Um den Einsatz von KI zur Verminderung von CO2-Emissionen in der Energiebranche zu rechtfertigen, müssen grundsätzlich zwei ...",neutral,de
Wenn sich die Mathematik nasse Füße holt – Wirtschaftsstandort ...,https://www.bremen-innovativ.de/2020/11/wenn-sich-die-mathematik-nasse-fuesse-holt/,"Nov 11, 2020 ... Als maritimer Standort ist auch Bremen vorne mit dabei – die maritime Explorationshalle des Deutschen ... KI in der maritimen Branche auf dem Weg ...",negativ,de
Projektstart von KISSS - SLV M-V,https://slv-rostock.de/ueber-uns/aktuelles/news-ansicht/news/projektstart-von-kisss,"Aug 30, 2022 ... Dafür setzen vier Partner aus Wirtschaft und Forschung auf den Einsatz von Methoden der Künstlichen Intelligenz (KI). In den kommenden drei ...",neutral,de
Projekt KISSS: Institutsteil EAS - Fraunhofer IIS,https://www.eas.iis.fraunhofer.de/de/anwendungsfelder/mobilitaet/kisss.html,Dafür setzen vier Partner aus Wirtschaft und Forschung auf den Einsatz von Methoden der Künstlichen Intelligenz (KI). In den kommenden drei Jahren wollen sie so ...,neutral,de
Deutsche Normungsroadmap Künstliche Intelligenz – Ausgabe 2,https://www.din.de/resource/blob/891106/57b7d46a1d2514a183a6ad2de89782ab/deutsche-normungsroadmap-kuenstliche-intelligenz-ausgabe-2--data.pdf,"Auf dem. Gebiet der industriellen KI ist Deutschland noch klar führend, wie ... Methoden, einschließ- lich des tiefen Lernens (Deep Learning). → Logik ...",neutral,de
Für Schutz und Nutzung der Meere – Jahresbericht 2021,https://www.bsh.de/DE/PUBLIKATIONEN/_Anlagen/Downloads/BSH-Informationen/Jahresberichte/Jahresbericht-2021.pdf?__blob=publicationFile&v=2,"Jan 4, 2022 ... Die maritime Branche ist ein wesentlicher Wirtschaftsfaktor in Deutschland. ... Fragestellungen zum Thema KI. Dazu gehört die Entwicklung ...",negativ,de
Visual Computing Report - Fraunhofer IGD,https://www.igd.fraunhofer.de/de/institut/visual-computing-report.html,"Kunden erhalten mittels Big Data, Machine Learning und KI-Methoden einen tiefen ... Wir unterstützen die Digitalisierung der maritimen Branche. Durch ...",negativ,de
Expedition in die nördlichste Siedlung der Welt - Helmholtz ...,https://www.helmholtz-hida.de/hida-news/expedition-in-die-nordlichste-siedlung-der-welt/,... Methoden der KI liefern können. Gemeinsam für die Ozeane - die Institutionen ... „Damit ist sie essenzieller Bestandteil der maritimen Branche.“ Es ...,negativ,de
Die Lage der Branche im Ausland Nutzen und Risiken von ChatGPT,https://www.vmwd.org/fileadmin/user_upload/bvww/PDF_Dateien/WAWI/WAWI_2024_01.pdf,"Jan 27, 2024 ... Ist Deutschlands maritime Wirtschaft fit für die Zukunft/wettbewerbsfähig? BVWW und DBSV laden ein zum gemeinsamen Kongress auf der boot.",negativ,org
Biogasanlagen - Forschungs- und Entwicklungszentrum FH Kiel ...,https://www.fh-kiel-gmbh.de/de/264.html,... Branche aufgezeigt werden. Hierzu sollen innovative Methoden zur Beschreibung des Anlagenzustandes unter großtechnischen Bedingungen Anwendung finden. Dazu ...,positiv,de
Western Union geht strategische Partnerschaft mit HCLTech ein und ...,https://www.prnewswire.com/news-releases/western-union-geht-strategische-partnerschaft-mit-hcltech-ein-und-stellt-auf-ein-ki-gestutztes-plattform-betriebsmodell-um-302410600.html,"Mar 25, 2025 ... ... Finanzdienstleistungsbranche voranzutreiben. ... KI-gestützte Methoden zu steigern und robuste und zukunftsfähige Lösungen zu gewährleisten.",neutral,com
KI in Branchen in Schleswig-Holstein - KI.SH – Künstliche Intelligenz ...,https://kuenstliche-intelligenz.sh/de/ki-schwerpunkte-und-branchen,Welche KI-Methode kann in welchen Branchen oder Arbeitsbereichen ideal genutzt werden? ... expandAI ist Norddeutschlands führendes KI-Ingenieurbüro. Durch ...,positiv,sh
Digitalisierung: Landkarte für Künstliche Intelligenz - Künstliche ...,https://logistik-heute.de/news/digitalisierung-landkarte-fuer-kuenstliche-intelligenz-16415.html,Die Plattform Lernende Systeme will mit der KI-Landkarte Innovationen in Deutschland aufzeigen. (Symbolbild: Peshkova/ Fotolia). Werbung. Werbung. 24.12.,negativ,de
Lernfähige Robotik - PLS,https://www.plattform-lernende-systeme.de/robotik.html,Die Verzahnung von Robotik mit KI-Methoden wie dem maschinellen Lernen bringt nun eine neue Qualität: Roboter werden lernfähig. ... Damit Deutschland in der ...,negativ,de
Bridgemaker | LinkedIn,https://de.linkedin.com/company/bridgemaker-gmbh,... maritime Branche revolutionieren Du willst Teil dieser Transformation sein? ... Bridgemaker goes KI First: Unser Weg in der KI-Transformation. Bridgemaker ...,neutral,com
Künstliche Intelligenz – Strategische Ziele und Handlungsfelder für ...,https://www.schleswig-holstein.de/DE/landesregierung/themen/digitalisierung/kuenstliche-intelligenz/KI_Strategie/_documents/ki_strategie_download.pdf?__blob=publicationFile&v=1,"Als das Land Schleswig-Holstein im Jahr 2019 als erstes. Bundesland in Deutschland eine eigene KI-Strategie vorgelegt hat, haben wir oft noch verwunderte Blicke ...",neutral,de
Pakt für Forschung und Innovation Monitoring-Bericht 2021 Band III,https://www.gwk-bonn.de/fileadmin/Redaktion/Dokumente/Papers/Band_III.pdf,"Apr 1, 2021 ... ... Methoden, Schulen zu einer zu starken Ausdifferenzierung führen ... (KI) ist nicht nur ein zentrales Forschungsfeld, sondern wird als Me ...",positiv,de
Zukunftsstrategie Forschung und Innovation,https://www.bmbf.de/SharedDocs/Publikationen/de/bmbf/1/730650_Zukunftsstrategie_Forschung_und_Innovation.pdf?__blob=publicationFile&v=4,So wird die Förderung im Bereich Computational Life Sciences die Entwick- lung innovativer Methoden Künstlicher Intelligenz (KI) und Softwaretools für die ...,negativ,de
"Fraunhofer-Institut für Optronik, Systemtechnik und Bildauswertung ...",https://www.iosb.fraunhofer.de/,"Sichtsysteme und Sensoren, Datenströme, interaktive Assistenz & autonome Systeme & die gesamte Prozess- und Verwertungskette ist unsere Expertise.",negativ,de
#AThealth: Technik und Life Sciences – FRESH VIEW,https://www.advantageaustria.org/de/zentral/fresh-view-magazin/Fresh_View_Magazin.de.html#!/de/hUnMSEN9/oesterreichische-innovationen-fuer-internationale/?in=YKYj45Oh,"Österreichs Life Science-, Pharma- und Medizintechnik-Branche beeindruckt durch ihre Innovationskraft. ... KI-gestützte Diagnosemethoden in der Bildgebung ...",positiv,org
Untitled,https://www.fkie.fraunhofer.de/content/dam/fkie/de/documents/Institut/Imagebericht/Imagebericht_19_20_DigitaleVersion.pdf,Mit den Ergebnissen wurden dann aktuelle Standards und Best Practices seitens der maritimen Branche ver- glichen. ... KI-Methoden für die Funkaufklärung. FKIE ...,neutral,de
Erfolgsfaktor After Sales Service - Studie,https://www.cml.fraunhofer.de/content/dam/cml/de/documents/Studien/Fraunhofer%20CML_VDMA%20-%20Erfolgsfaktor%20After%20Sales%20Service%20-%20Studie.pdf,maritime Zuliefererindustrie entscheidend zur Wertschöpfung der deutschen maritimen Branche bei. Obwohl die Unternehmen heute in ihren Geschäftsfeldern ...,negativ,de
ROADMAP SICHERE DIGITALE KÜSTE 2030,https://www.emaritime.de/wp-content/uploads/2021/12/OFFIS_A4_Roadmap_Digital.pdf,Als Exportnation ist die Maritime Wirtschaft eine Schlüsselbranche für. Deutschland: Rund zwei Drittel seiner Waren werden über den Seeweg exportiert. Die ...,negativ,de
Wetter und Klima - Künstliche Intelligenz (KI) in der Wettervorhersage,https://www.dwd.de/DE/presse/pressemitteilungen/DE/2024/20240617_pm_ki_news.html,"Jun 17, 2024 ... ... KI-basierte Datenassimilation eine vielversprechende Alternative zu traditionellen Methoden darstellt. ... Der Deutsche Wetterdienst ist ...",neutral,de
dSPACE on LinkedIn: #goa4 #digitaleschienedeutschland ...,https://www.linkedin.com/posts/dspace-group_goa4-digitaleschienedeutschland-railindustry-activity-7271856138957033472-K_zW,"Dec 9, 2024 ... Die #DigitaleSchieneDeutschland ist daher an dem #Förderprojekt „KI-Methoden ... Branche und Politik! DAK? Güterzüge kuppeln mit ihr ...",negativ,com
RoX - Projekte: Robotics Innovation Center - DFKI GmbH,https://robotik.dfki-bremen.de/de/forschung/projekte/rox,Das Deutsche Forschungszentrum für Künstliche Intelligenz (DFKI) bringt seine Expertise in der Entwicklung innovativer KI-Methoden und Simulationstechnologien ...,positiv,de
"Der Beitrag von Big Data, KI und digitalen Plattformen auf dem Weg ...",https://www.umweltbundesamt.de/sites/default/files/medien/479/publikationen/texte_85-2022_digitalisierung_als_transformationsmotor_fuer_eine_green_economy.pdf,"In Deutschland folgt auf Energie das Immobilien- und Baugewerbe als Branche, in der die ... Folgenden noch eine KI-Taxonomie vorgestellt, die KI-Methoden KI- ...",negativ,de
DIGITALISIERUNG IM DLR,https://event.dlr.de/downloads/ila22/de/digitalisierungsstrategie-des-dlr.pdf,dung von KI-Methoden in der Breite trägt das DLR zu. Durch gezielte KI ... Deutschlands in wichtigen Branchen beitragen. INNOVATIVE AUTONOME SYSTEME ...,positiv,de
Interne Revision: Leitfaden zu künstlicher Intelligenz - BDO,https://www.bdo.de/de-de/insights/aktuelles/assurance/interne-revision-leitfaden-zu-kuenstlicher-intelligenz,"Apr 14, 2025 ... Im Rahmen der Internen Revision können generative KI-Methoden dazu beitragen, gesammelte Nachweise effizient zu analysieren und fundiert zu ...",neutral,de
SCHLÜSSEL ZU INNOVATIONEN 2030 STRATEGIE FÜR ...,https://www.wirtschaft.bremen.de/sixcms/media.php/13/Broschu%CC%88re_Schlu%CC%88ssel-zu-Innovationen-2030_Web.28343.pdf,Anteil einer Branche an der Gesamtwirtschaft in Deutschland. 6 Sonstiger ... KI-Standort in Deutschland. Schlüsselbranchen/weitere Branchen: > Alle ...,neutral,de
Künstliche Intelligenz (KI) für die Energiewende: Chancen und Risiken,https://www.germanwatch.org/sites/default/files/K%C3%BCnstliche%20Intelligenz%20f%C3%BCr%20die%20Energiewende%20-%20Chancen%20und%20Risiken.pdf,Der Ausbau der erneuerbaren Energien schreitet immer weiter voran: Lag der Anteil der erneuerbaren Energien am deutschen Strommix im Jahr 2000 noch bei etwa ...,negativ,org
VDI-Fachbereich Schiffbau und Schiffstechnik | VDI,https://www.vdi.de/tg-fachgesellschaften/vdi-gesellschaft-fahrzeug-und-verkehrstechnik/schiffbau-und-schiffstechnik,"Der VDI-Fachbereich Schiffbau und Schiffstechnik leistet wichtige Netzwerkarbeit, um Innovationen in der maritimen Branche zu fördern ... KI, Klimaanlage ...",neutral,de
Innovationsnetzwerke: Finden Sie strategische Partner | EurA,https://www.eura-ag.com/innovationsberatung/innovationsnetzwerke,... KI-Modellen und -Methoden führt. Hier finden sich ... Ein weiteres wichtiges Feld ist auch die zunehmende Digitalisierung der gesamten maritimen Branche.,negativ,com
Fachkräftestrategie Mecklenburg-Vorpommern,https://www.regierung-mv.de/static/Regierungsportal/Ministerium%20f%C3%BCr%20Wirtschaft%2C%20Arbeit%20und%20Gesundheit/Dateien/2025-01-21_Fachkr%C3%A4ftestrategie_M-V.pdf,"Jan 21, 2025 ... Mit dem Maritimen Zukunftskonzept Mecklenburg-Vorpommern richtet sich die gesamte maritime Branche nach den Verwerfungen infolge der Corona- ...",negativ,de
Strategische Rivalität zwischen USA und China. Worum es geht ...,https://www.swp-berlin.org/publications/products/studien/2020S01_lpt_prt_WEB.pdf,"Feb 1, 2020 ... Der amerikanisch-chinesische Weltkonflikt stellt zudem deutsche und europäische Politik vor die Frage, ob, in welchem Maße und unter welchen ...",negativ,org
Öffentlicher Sektor - PwC,https://www.pwc.de/de/branchen-und-markte/oeffentlicher-sektor.html,"PwC Deutschland Branchen Öffentlicher Sektor. Menu. Expertise. Expertise · Audit ... Von Experience Design über eGov zu AI: Methoden, Fähigkeiten und Technologien ...",neutral,de
Forschungslandkarte - ZDIN,https://www.zdin.de/digitales-niedersachsen/forschungslandkarte,Maritime Technologien- Meerestechnische Konstruktionen; Ökoydraulik und ... KI-Methoden in der Klinikorganisation; Die Klinik als selbstorganisierender ...,negativ,de
Lebensmittel- und Ernährungsforschung in Deutschland,https://www.dfg.de/resource/blob/329680/09ce32c2d0ed8cd06629cbda0509d974/240229-sklm-bericht-2024-final-data.pdf,"Die Bearbeitung dieser Fragestellungen setzt meist die Entwicklung leistungsfähiger analyti- scher Methoden voraus, einschließlich Multimethoden zur ...",negativ,de
Projektmanagement Konferenz | Tagung | Forum | PM-Day | 2025,https://www.kayenta.de/projektmanagement-fachkonferenz-tagung.html,... KI. Ehrenamtlich engagiert er sich als Mentor für Projektleiter:innen bei ... Nach 25 Jahren im traditionellen maritimen Design stand nun eine komplette ...,neutral,de
Gefährdungsbeurteilung Psyche - Ein geeignetes Verfahren finden ...,https://www.bgw-online.de/bgw-online-de/themen/sicher-mit-system/gefaehrdungsbeurteilung/instrumente-gefaehrdungsbeurteilung-psyche-22292,"Jan 20, 2025 ... Branchen- und tätigkeitsübergreifend relevante Schlüsselfaktoren der Gefährdungsbeurteilung psychischer Belastung sind die Gestaltung der ...",negativ,de
Deutsches Maritimes Zentrum: Die Denkfabrik für die maritime ...,https://www.welt.de/regionales/hamburg/article176728473/Deutsches-Maritimes-Zentrum-Die-Denkfabrik-fuer-die-maritime-Wirtschaft.html,"May 27, 2018 ... Werften, Reeder und Häfen schauen aus verschiedenen Perspektiven auf die Herausforderungen der Branche. Das Deutsche Maritime Zentrum soll ...",negativ,de
Die Strategie Niedersachsens zur Künstlichen Intelligenz,https://www.stk.niedersachsen.de/download/183511/Anlage_KI-Strategie_Niedersachsen.pdf,"Dies hat auch das Institut für Deutsche Wirtschaft in seinem Gutachten für den Bundesverband für digitale Wirtschaft festgestellt. Der. Wert des KI-Monitors, ...",negativ,de
KI im öffentlichen Sektor | NVIDIA,https://www.nvidia.com/de-de/industries/global-public-sector/,"KI transformiert Branchen, unsere Gesellschaft und das „Gewebe der ... Supercomputing-Standorte in Deutschland, Japan und Polen werden die Plattform ...",negativ,com
Deutsche Industrie: Auftragseingang stagniert,https://www.produktion.de/wirtschaft/deutsche-industrie-auftragseingang-stagniert-286669-337.html,"Fast alle großen Branchen im verarbeitenden Gewerbe verzeichneten im vergangenen Jahr sinkende Beschäftigtenzahlen, wie das Statistische Bundesamt erhoben hat.",neutral,de
Forschungseinrichtungen im Land Bremen,https://www.bremen.de/wissenschaft/wissenschaft-forschungseinrichtungen,... KI-Methoden und hat sich auf diesem Gebiet als führende Forschungseinrichtung Deutschlands etabliert. ... maritime Technologien sowie Medizintechnik und ...,neutral,de
So funktioniert der Einzelwagenverkehr | DB Cargo,https://www.dbcargo.com/rail-de-de/logistik-news/video-so-funktioniert-einzelwagenverkehr-12870644,"Im Schienengüterverkehr wird zwischen Ganzzugverkehr, Kombiniertem Verkehr und Einzelwagenverkehr differenziert. Der Einzelwagenverkehr vereint dabei die ...",negativ,com
Verband für Schiffbau und Meerestechnik e. V.,https://www.vsm.de/sites/default/files/dokumente/54c23e87b84423ba67f32c9d2d08afec/vsm_jahresbericht_2021_flipbook.pdf,"May 30, 2021 ... Die deutsche maritime Branche setzt auch in der Krise auf Forschung ... QSA mit Methoden d. aktiven Schwingungsreduktion, Vorhaben ...",negativ,de
Regionale Innovationsstrategie des Landes Nordrhein-Westfalen,https://www.wirtschaft.nrw/sites/default/files/documents/21-0924_mwide_broschuere_regionale_innovationsstrategie_des_landes_nrw-web2.pdf,der IKT-Branche in Deutschland. Der Anteil der Informa- tion- und ... KI.NRW forciert den Tech- nologietransfer und dessen Netzwerkstrukturen so- wie ...,neutral,nrw
IABG Website - IABG,https://www.iabg.de/,"Dienstleister mit High-Tech-Lösungen für Automotive & Mobilität, Bahn & Schiene, Energietechnik, Luft- & Raumfahrt, Öffentlicher Sektor und Verteidigung.",neutral,de
Bekanntmachung,https://www.digitale-technologien.de/DT/Redaktion/DE/Downloads/Publikation/edt_bekanntmachung_foerderprogramm.pdf?__blob=publicationFile&v=1,"Jul 11, 2022 ... branchen als entscheidenden Faktor für Deutschlands ... und Anwendung von KI in Deutschland auf ein weltweit führendes Niveau zu bringen.",neutral,de
LANGFASSUNG DER EXPERTENEMPFEHLUNG ...,https://www.forschungsnetzwerke-energie.de/lw_resource/datapool/systemfiles/agent/fnepublications/DBF8D4CA3A3570CEE0537E695E867B90/live/document/FNEH2_Langfassung.pdf,Biogener Wasserstoff kann einen Beitrag zur Erreichung der in der deutschen. Wasserstoffstrategie aufgezeigten H2-Bedarfe leisten. FORSCHUNGSTHEMEN. Wasserstoff ...,neutral,de
22. – 24.09.2021 ISO/TC8 „Ships and marine technology“ online ...,https://nsmt.home.blog/2021/09/22/22-24-09-2021-iso-tc8-ships-and-marine-technology-online/,"Sep 22, 2021 ... KI in der maritimen Industrie · ISO 8933: Ships and marine technology ... Technische Dokumentation und ihre Bedeutung für die maritime Branche ...",negativ,blog
Deutsche Seeschifffahrt – Ausgabe Q2-2019,https://epub.sub.uni-hamburg.de/epub/volltexte/2019/92788/pdf/Deutsche_Seeschifffahrt_Ausgabe_Q2_2019.pdf,"Die in der maritimen Branche üblichen Vermittler,. Agenten und ... Maritime Schlachten ge- gen KI-Gegner oder zivile Aufträge (Quests) zählen zu den ...",negativ,de
LogistikLotsen starten und bieten Kooperation von Logistik ...,https://www.wfb-bremen.de/de/page/stories/maritime-wirtschaft-und-logistik/die-logistiklotsen-starten-und-bieten-kooperation-und-innovation-zwischen-wissenschaft-und-praxis,"May 19, 2016 ... In keiner anderen Region Deutschlands ist der Anteil der ... Die künstliche Intelligenz (KI) hält auch in der maritimen Wirtschaft Einzug.",negativ,de
Online Kompendium Nationaler Pakt Cybersicherheit,https://www.bmi.bund.de/SharedDocs/downloads/DE/veroeffentlichungen/themen/it-digitalpolitik/online-kompendium-nationaler-pakt-cybersicherheit.pdf?__blob=publicationFile&v=4,Um die Position der deutschen maritimen ... chen und Schleswig-Holstein unterstützen die Clusterbildung der maritimen Branche länderübergreifend durch das.,negativ,de
KI-gesteuerte Prozessüberwachung in der Oberflächenvorbehandlung,https://www.ifam.fraunhofer.de/de/magazin/ki-oberflaechentechnik.html,Am Fraunhofer IFAM stehen unterschiedliche Verfahren zur in-line Charakterisierung (z. B. optische Emission) zur Verfügung. Anschließend werden mit KI-Methoden ...,neutral,de
Leitfaden Nachhaltigkeitsberichterstattung für den öffentlichen ...,https://www.deutscher-nachhaltigkeitskodex.de/media/jypnjecd/vdv_leitfaden-nachhaltigkeitsberichterstattung_fuer_den_oeffentlichen_verkehr.pdf,Mit welchen Methoden ... — Ist Ihre Branche im Austausch über branchen übergreifende Standards zu Klimaneutralitäts konzepten oder Lebenszyklusdarstellungen?,neutral,de
Jahresbericht der Hamburger Cluster 2019,https://www.gwhh.de/fileadmin/user_upload/200617_Cluster_Jahresbericht_2019_Colearning_Space.pdf,der norddeutschen maritimen Branche zu stärken und zu fördern. Zunächst ... methoden mit Fokus auf die maritime Wirtschaft in der erweiterten.,negativ,de
Künstliche Intelligenz - Strategische Ziele und Handlungsfelder für ...,https://transparenz.schleswig-holstein.de/dataset/b5e2601c-eb2b-459c-9e52-b80894be2a81/resource/d4ea6473-6dd0-4340-af9f-3f9d9f42c6c9/download/ki_strategie_download.pdf,"Mit Methoden der KI wird vorhergesagt, ob eine Aufnahme in dieser Position ... Bewertung der deutschen KI-Strategie (Teil 3),. Konrad-Adenauer-Stiftung.",neutral,de
Die Schiffbauindustrie in Finland,https://www.gtai-exportguide.de/resource/blob/762180/2c426579c8427728d524be105a3c5fcf/ZMA_GAB%20Finnland%20Maritim%20Zielmarktanalayse.pdf,"May 13, 2021 ... Zur Branche gehören aber auch Zulieferer, Ingenieurbüros,. Maschinenhersteller, Inneneinrichter und Softwareentwickler. Die finnische maritime ...",negativ,de
BREMERHAVEN,https://www.bis-bremerhaven.de/Mediathek/Wirtschaftsstandort/Maritime%20Wirtschaft/Brosch%C3%BCre%20Maritime%20Wirtschaft%202022.pdf,"Davon profitieren Unternehmen aus der maritimen Wirt- schaft, der Windenergiebranche und Logistik ebenso wie Leuchttürme der deutschen Fisch- und Lebens-.",neutral,de
INNOVATIONEN FÜR DATENBASIERTE WERTSCHÖPFUNG,https://www.isf-muenchen.de/wp-content/uploads/2023/07/ING_Abschlusspublikation_WEB.pdf,"Anwenderinnen von KI dient die Methode und die Erfah- rung damit als ... maritimen Branche dabei in die Lage versetzt, digitale. Dienstleistungen für ...",negativ,de
EFI Gutachten 2020,https://www.e-fi.de/fileadmin/Assets/Gutachten/EFI_Gutachten_2020.pdf,"der deutschen KI-Standorte, dass der Fokus der Bun- desregierung auf die ... alle Unternehmen dieser Branche in der deutschen Wirtschaft. Berücksichtigt ...",negativ,de
Schiffsverkehr in Eisregionen sicherer machen - Universität Bremen,https://www.uni-bremen.de/fb3/der-fachbereich/news-detailansicht/schiffsverkehr-in-eisregionen-sicherer-machen-1,"Apr 1, 2022 ... Polare Schifffahrt braucht Lösungen ... Die Digitalisierung in der maritimen Branche hinkt den aktuellen Möglichkeiten hinterher. Beispiele sind ...",negativ,de
homePORT – Reallabor & Innovationshafen Hamburger,https://www.homeport.hamburg/,"Unsere Vision. Gemeinsam mit starken Partnern aus Forschung, Wirtschaft und Politik schaffen wir mit dem homePORT eine ""Triebfeder der maritimen Innovation"" ...",positiv,hamburg
Jahresbericht,https://www.hlrs.de/fileadmin/about/Annual_Report/HLRS-Annual_Report_2023_de.pdf,"Apr 29, 2024 ... Dieses wird HPC und KI in die Medizintech- nikbranche einbringen. Obwohl der Schwerpunkt des HLRS auf der Unterstüt- zung der angewandten Natur- ...",negativ,de
Publikationen - TAB,https://www.tab-beim-bundestag.de/publikationen.php,... Methoden. TAB-Brief Nr. 10. TAB 1995. Büro für Technikfolgen-Abschätzung beim Deutschen Bundestag (TAB) Volltext der Publikation als PDF-Dokument Publikation ...,neutral,de
