Titel,URL,Beschreibung,Sentiment,Top-Level-Domain
Ocean energy about to ride a wave – DW – 02/09/2021,https://www.dw.com/en/ocean-energy-about-to-ride-a-wave/a-56316422,"Feb 9, 2021 ... The long road to harnessing marine power. Bringing a renewable energy source like ocean energy to market has, as with wind and solar, demanded ...",positiv,com
Energy transition in EU Fisheries and Aquaculture sectors,https://ec.europa.eu/commission/presscorner/detail/en/qanda_23_829,"Feb 20, 2023 ... In 2022, marine-diesel prices more than doubled compared to the average prices in 2021, which led to energy costs increasing from 13% of ...",positiv,eu
Covering Germany's green hydrogen demand: Transport options for ...,https://guidehouse.com/-/media/www/site/insights/energy/2022/transport-options-for-covering-germanys-green-hydrogen-demand.pdf,"This requires pipeline compressors to be operated using electricity with high renewable energy shares in all transit countries. For shipping, decarbonized fuels ...",positiv,com
Shipping's Energy Transition:,https://oceanjusticeinitiative.org/main/wp-content/uploads/2022/08/Shippings-Energy-Transition_Strategic-Opportunities-in-Indonesia.pdf,"But for the particular case of diesel – where heavy fuel oil (HFO) and marine diesel oil (MDO) are located – and gas, the Indonesian GHG inventory cannot.",positiv,org
Energy Transition Partnership for fisheries and Aquaculture ...,https://westmed-initiative.ec.europa.eu/events/energy-transition-partnership-for-fisheries-and-aquaculture-workshop-on-skills-19-april-2024-hybrid/,"Apr 19, 2024 ... Common Maritime Agenda for the Black Sea. Menu Menu. You are here ... You are here: Home1 / Events3 / Energy Transition Partnership for fisheries ...",positiv,eu
NORTH SEA ENERGY OUTLOOK (NEO),https://www.government.nl/binaries/government/documenten/reports/2020/09/01/report-north-sea-energy-outlook/Noordzee+Energie+Outlook_09-2020_UK.pdf,"Sep 1, 2020 ... The energy transition therefore offers plenty of economic opportunities for the Netherlands in the North Sea. November 2020. E. P. Nas, LLM.",positiv,nl
Analysis of Influencing Factors of the Energy Transition Process in ...,https://www.mdpi.com/2071-1050/16/4/1416,"According to the International Maritime Organization, the shipping industry contributes to 3.3% of global CO2 emissions. Reducing carbon emissions by 50% ...",positiv,com
Schifffahrt: Wie die maritime Energiewende für Containerschiffe ...,https://www.manager-magazin.de/unternehmen/industrie/containerschifffahrt-wie-die-maritime-energiewende-gelingen-soll-a-9809c199-ac0e-4d23-a0c7-f7de6defd8c0,"Jan 12, 2023 ... Maritime Energiewende Wie Ozeanriesen klimafreundlicher werden sollen. Containerschiffe sind das wichtigste und effizienteste Transportmittel ...",negativ,de
Advanced power plant flexibility | Clean Energy Ministerial,https://www.cleanenergyministerial.org/initiatives-campaigns/advanced-power-plant-flexibility/,Clean Energy Marine HubsFacilitate clean energy transformation through Maritime ... VGB Powertech Agora energiewende. Electricité de France (EDF). Contact us.,positiv,org
The Year Ahead in Environment and Energy | Wilson Center,https://www.wilsoncenter.org/event/the-year-ahead-environment-and-energy-2,"Feb 11, 2016 ... How do you build on efforts to prepare vulnerable countries for things like rising sea levels?” Climate change has been largely absent from ...",positiv,org
Press release: Maintain long-term expansion target of 70 GW of ...,https://bwo-offshorewind.de/en/pressemeldung-langfristiges-ausbauziel-von-70-gw-offshore-wind-beibehalten-fuer-eine-sichere-bezahlbare-und-europaeisch-gedachte-energiewende/,"Mar 24, 2025 ... Wind energy at sea supplies clean electricity for a sustainable Germany and is already a mainstay of the energy transition. They are ...",positiv,de
Beyond Autarky: Discourses of Islandness-As-Heritage in Islands ...,https://islandstudiesjournal.org/article/87733-beyond-autarky-discourses-of-islandness-as-heritage-in-islands-energy-transitions,"Nov 1, 2023 ... ... maritime interconnectedness and discusses its potential relevance to energy transition processes. ... Energiewende Magazin. http:/​/​ews ...",positiv,org
Summary of Inflation Reduction Act provisions related to renewable ...,https://www.epa.gov/green-power-markets/summary-inflation-reduction-act-provisions-related-renewable-energy,"biomass, landfill gas, hydroelectric, marine and hydrokinetic. Through at ... Clean Energy Production Tax Credit and Clean Energy Investment Tax Credit.",positiv,gov
LIQUID HYDROGEN MASS STORAGE TANKS PRESSURE ...,https://www.elizabethqueenseaswann.com/Boat_Development_Specifications/Liquid_Hydrogen_Cylinders_Mass_Storage_Ships_Hull_Calculations4000Nautical_Miles_Range.html,... shipping industry. The term 'Maritime Energy Transition' stems from the German expression 'Energiewende' and encapsulates MAN Energy Solutions' call to ...,positiv,com
Energy Technology Perspectives 2020,https://iea.blob.core.windows.net/assets/7f8aed40-89af-4348-be19-c8a67df0b9ea/Energy_Technology_Perspectives_2020_PDF.pdf,"... maritime shipping by vessel type and fuel, 2019..................... 274. Global CO2 emissions reductions in shipping by mitigation category (left) and ...",positiv,net
PtX Hub: Start,https://ptx-hub.org/,... maritime fuels in Morocco and are supporting the development and ... Becoming a green hydrogen hub and expanding power generation with renewable energy.,positiv,org
Wind and water to ammonia – marine fuel and energy ... - Campfire,https://wir-campfire.de/en/home-02-en/,The goal of the consortium is to research and develop new energy conversion and storage technologies based on green ammonia for the energy system of the future.,positiv,de
Wind and water to ammonia – marine fuel and energy ... - Campfire,https://wir-campfire.de/en/home-02-en/,The goal of the consortium is to research and develop new energy conversion and storage technologies based on green ammonia for the energy system of the future.,positiv,de
About Us | Buss Energy Group,https://www.buss-energy.com/en/about-us/,Buss Energy Group provides technical services in the field of wind energy and logistics. ... maritime logistics. Read more. Wind Energy. The Buss Terminal in ...,positiv,com
RENEWABLES 2021 GLOBAL STATUS REPORT,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,"... energy for their transport needs mainly from biofuels, renewables-based electricity, and renewable hydrogen across the road, rail, maritime and aviation.",positiv,net
Overview of the Development of Low/Zero-Emission Marine Fuels ...,http://www.nrdc.cn/Public/uploads/2022-11-04/6364d31ee145d.pdf,"Nov 4, 2022 ... These factors place China in an advantageous position to propel the shipping sector's energy transition through: developing emissions-free ...",positiv,cn
"Samorka, Ministry of Industries and Innovation, Associated Icelandic ...",https://samorka.is/wp-content/uploads/2021/12/Decarbonization-IMS_Final-Rev2.pdf,"Dec 7, 2021 ... ... energy for use in the maritime sector. Iceland's target of achieving carbon neutrality by 2040 and becoming independent from fossil fuels by ...",positiv,is
"""Hydrogen-Ready"" LNG Infrastructure: An Uncertain Way Forward",https://www.nrdc.org/bio/ade-samuel/hydrogen-ready-lng-infrastructure-uncertain-way-forward,"Feb 14, 2023 ... This adds cost and energy intensity to the shipping process. Given ... For example, the think tank Agora Energiewende calculates that ...",positiv,org
CAPTN Energy: Förderung innovativer Lösungen für die maritime ...,https://clean-energy-valley.de/projekte/captn-energy-in-kiel,"CAPTN Energy: Förderung innovativer Lösungen für die maritime Energiewende. CAPTN Energy fördert Forschungs- und Entwicklungsprojekte, die Produkte und ...",negativ,de
Rostocker Forscher gestalten maritime Energiewende - Fakultät für ...,https://www.msf.uni-rostock.de/vorlage-aktuelles/detailansicht-der-news/n/rostocker-forscher-gestalten-maritime-energiewende-1/,"Rostocker Forscher gestalten maritime Energiewende. 23.06.2021. v.l.: Die drei experimentell arbeitenden Motorenforscher Karsten Schleef, Sebastian Cepelak, ...",negativ,de
Sustainable Hydrogen Fuels versus Fossil Fuels for Trucking ...,https://ceepr.mit.edu/wp-content/uploads/2022/07/2022-010.pdf,"Jul 1, 2022 ... with reference to renewable energy production (electricity and SHF), distribution (tank ship, tank truck, storage, fuel station) and the use ...",positiv,edu
Energy Insights 2024 | Baker Institute,https://www.bakerinstitute.org/energy-insights-2024,"Aug 19, 2024 ... ... Energy, Maritime Security, and Beyond?,” Naval War College Review 75, no. 4 (Autumn 2022): 1–36, https://digital-commons.usnwc.edu/nwc ...",negativ,org
Energy security in the Baltic Sea Region Transition within ...,https://pure.diis.dk/ws/files/10998512/Energy_security_in_the_Baltic_Sea_Region_DIIS_Report_2022_08.pdf,"Aug 22, 2022 ... Baltic Energy Market Interconnection Plan. BRELL. Belarus, Russia, Estonia, Latvia and Lithuania. BSR. Baltic Sea Region. CEE.",positiv,dk
Energy prosumers and cities — European Environment Agency,https://www.eea.europa.eu/publications/energy-prosumers-and-cities,"Oct 28, 2022 ... WISE marine - Marine information system for Europe · WISE freshwater ... Agora Energiewende, 2019, European energy transition 2030: the ...",positiv,eu
Process Engineering Analysis of Transport Options for Green ...,https://www.dvgw.de/medien/dvgw/verein/energiewende/energy-tech-2024-staudt-transport-options-for-green-hydrogen.pdf,"Feb 19, 2024 ... Energy requirements for each step of the process chain (conversion in export country, storage and loading, shipping, and reconversion in import.",positiv,de
Maritime Wirtschaft - Herausforderungen und Chancen durch die ...,https://www.ihk-nord.de/produktmarken/schwerpunkte/maritime-wirtschaft-infrastruktur-seeverkehr/nmk-2023-5912922,Die maritime Branche steht nach der Corona-Pandemie insbesondere im Hinblick auf die Energiewende und die Transformation zu einer klimaneutralen Wirtschaft vor ...,negativ,de
Maritime Energiewende: Strategierat Weser-Ems im Austausch mit ...,https://greenshipping-niedersachsen.de/en/2020/07/08/maritime-energiewende-strategierat-weser-ems-im-austausch-mit-ministerin-birgit-hone/,"Jul 8, 2020 ... Vertreter des Maritimen Strategierates Weser-Ems erörtern aktuelle Herausforderungen und Handlungsbedarfe in Schifffahrt und Schiffbau mit ...",neutral,de
Integrated National Energy and Climate Plan,https://energy.ec.europa.eu/system/files/2020-03/nl_final_necp_main_en_0.pdf,"Mar 9, 2020 ... farms between responsible authorities for energy, maritime spatial planning and environment. Offshore Grids and other Offshore ...",positiv,eu
East Energy: About us,https://east-energy.de/en/,"Among other things, green methanol serves as an alternative fuel for shipping. As there is currently not enough green methanol to meet global demand, our work ...",positiv,de
study on the readiness and availability of low- and zero-carbon ship ...,https://greenvoyage2050.imo.org/wp-content/uploads/2023/08/Readiness-of-Low-Zero-Carbon-Marine-Fuels-Technology-Full-Report-v1.pdf,"The candidate fuels considered in this study included advanced biofuels, e-fuels made from renewable energy, 'blue' fuels with carbon captured and stored (CCS) ...",positiv,org
The role of hydrogen in a net zero energy system,https://raeng.org.uk/media/tkphxfwy/the-role-of-hydrogen-in-the-net-zero-energy-system.pdf,"42 These findings, however, will require further validation in practice. Shipping: Low-carbon fuels are expected to be the major source of abatement for ...",positiv,org.uk
„North Sea Wind Power Hub“- Consortium for a European Energy ...,https://www.erneuerbare-energien-hamburg.de/en/news/details/north-sea-wind-power-hub-konsortium-f%C3%BCr-eine-europ%C3%A4ische-energiewende-2.html,"Mar 23, 2022 ... We initiated the North Sea Wind Power Hub consortium – to trigger the thinking process amongst TSO's and governments.",positiv,de
(PDF) BEYOND TRADITIONAL SECURITY: SOUTH KOREA'S ...,https://www.researchgate.net/publication/350793773_BEYOND_TRADITIONAL_SECURITY_SOUTH_KOREA'S_POSITIONING_TOWARDS_THE_CYBER_ENERGY_MARITIME_AND_TRADE_SECURITY_DOMAINS,"The report analyses non-traditional security by focusing on four key domains: cyber, energy, maritime and trade.",positiv,net
Team Horn | Dr. E. Horn,https://dr-horn.org/en/author/horn/,"Ein wichtiger Fokus wird die maritime Energiewende sein. Read More. Share. January 14, 2025by Team HornMessenews · MSR MEORGA Ludwigshafen, 10.09.25. MEORGA ...",negativ,org
University of Groningen Legal Challenges for Offshore System ...,https://research.rug.nl/files/573893988/NSE_2020_2022_2.2_Legal_Challenges_for_Offshore_System_Integration_in_Energy_Hubs.pdf,In this fourth phase of the program a particular focus has been placed on the identification of. North Sea Energy Hubs where system integration projects could ...,positiv,nl
Getting high on hydrogen | en:former,https://www.en-former.com/en/getting-high-on-hydrogen/,"Feb 2, 2022 ... Enthusiasm for hydrogen is high, but Agora Energiewende argues ... maritime transport as well as in firming a renewable-based power system.",positiv,com
Energiewende - Erneuerbare Industrien -,https://www.michels.us/de/aqueos-marine-inc/,"Aqueos Marine, Inc. hat es sich zur Aufgabe gemacht, sichere und zuverlässige Lösungen für die Schifffahrt und das Tauchen in den Bereichen Energiewende und ...",negativ,us
Elektrifizierungslösungen für die maritime Energiewende – Siemens ...,https://hansa-online.de/2021/02/sponsoredcontent/169288/elektrifizierungsloesungen-fuer-die-maritime-energiewende-siemens-energy-marine-gestaltet-die-zukunft-der-schifffahrt/,"Feb 1, 2021 ... Elektrifizierungslösungen für die maritime Energiewende – Siemens Energy Marine gestaltet die Zukunft der Schifffahrt ... Um die Zukunftsfähigkeit ...",negativ,de
Reconciling the irreconcilable: what could Germany's next coalition ...,https://www.woodmac.com/reports/coal-reconciling-the-irreconcilable-what-could-germanys-next-coalition-mean-for-the-energiewende-8459/,"Oct 3, 2017 ... Maritime · Oils & Chemicals · Supply Chain ... Reconciling the irreconcilable: what could Germany's next coalition mean for the Energiewende.",neutral,com
Maritime Branche kann Energiewende gestalten und Standort ...,https://nachrichten.idw-online.de/2023/07/27/maritime-branche-kann-energiewende-gestalten-und-standort-deutschland-staerken,"Jul 27, 2023 ... Deutsches Maritimes Zentrum stellt Studie „Maritime Wasserstoffanwender und ihr Anteil am Wasserstoffbedarf Deutschlands“ vor.",neutral,de
Sitemap | The Carbon Trust,https://www.carbontrust.com/de/sitemap,Energiewende · Entkarbonisierung der Wärme · Erneuerbare Energie · Fernwärme ... Maritime Dekarbonisierung · Nachhaltige Kühlung · Offshore-Windenergie · Venture ...,positiv,com
Wissenstransfer für die Energiewende,https://www.hs-bremerhaven.de/en/whats-new/news/2024-new-news/knowledge-transfer-for-the-energy-transition,"Feb 13, 2024 ... Research Cluster Energy and Maritime Technology · Research Cluster ... energy as well as topics relating to the energy transition and political ...",positiv,de
Process Engineering Analysis of Transport Options for Green ...,https://onlinelibrary.wiley.com/doi/10.1002/ente.202301526,"Mar 8, 2024 ... ... Energiewende, Agora Industrie, Hamburg 2023. Google Scholar. 9 L ... 75Methanol for the Maritime Energy Transition, https://www.man-es ...",positiv,com
Curriculum Vitae,https://www.hhh.umn.edu/sites/hhh.umn.edu/files/2023-08/Daniel%20Scholten%20CV%20August%202023.pdf,"the energy routes and pipelines in 21st century maritime Eurasia. • Co-organizer of the 13th Economics of Infrastructures conference,. Delft, 27-28 May 2010 ...",positiv,edu
Expert Perspectives on Norway's Energy Future | About the ...,https://www.chathamhouse.org/2020/06/expert-perspectives-norways-energy-future-0/about-interviewees,"... Energiewende. During his career, Rainer Baake has made a significant ... maritime policy in the Baltic and North Sea. Prior to this, Mr Schellekens ...",positiv,org
Electricity market design in Southeast Asia – Harnessing ...,https://www.youtube.com/watch?v=RorEGY1jjtU,"Nov 2, 2023 ... 1. Ernst Kuneman, Project Manager Power System Transformation Agora Energiewende 2. Sonal Agarwal, Ernst & Young (EY) Singapore 3.",neutral,com
#dekarbonisierung #schifffahrt #energiewende | DNV - Maritime,https://de.linkedin.com/posts/dnv-maritime_dekarbonisierung-schifffahrt-energiewende-activity-7269621722939613184-V_WL,"Dec 3, 2024 ... Beim sechsten Parlamentarischen Abend von DNV und dem Verband Deutscher Reeder (VDR) in Berlin diskutierten über 100 Gäste aus Politik und ...",neutral,com
Sources | Climate Action Tracker,https://climateactiontracker.org/countries/eu/2022-06-03/sources/,"Jun 3, 2022 ... Agora Energiewende. (2022). Regaining Europeʼs Energy Sovereignty ... maritime transport and amending Directive 2009/16/EC. Retrieved ...",positiv,org
distributed energy resources Archives - Oxford Institute for Energy ...,https://www.oxfordenergy.org/tag/distributed-energy-resources/,Marine fuel; Marine transport; Maritime transport; market; Market Analysis; Market Conditions; market constraints; market coupling; market design; Market ...,positiv,org
WORKING PAPER Enabling community energy planning ...,https://sei.info.yorku.ca/files/2020/01/Community-Energy-Planning-paper-January-15-2020-for-Posting-1-1.pdf?x60126,"Jan 8, 2020 ... community-based energy was too expensive, the province shifted its focus to the Maritime Link with Newfoundland and Labrador, claiming this ...",positiv,ca
Daniel Boie - Senior Project Manager - Modern Energy ...,https://th.linkedin.com/in/daniel-boie-737aa9108,PMP Certified Senior Project Manager at Modern Energy Management · ประสบการณ์: Modern Energy Management · การศึกษา: University of Wisconsin-Stout · สถานที่ตั้ง: ...,positiv,com
Der große Umbau - Ist die Energiewende noch zu retten?,https://www.zdf.de/video/magazine/nano-722/221110-sendung-spezial-der-grosse-umbau-energiewende-nano-100,"Niemand kann voraussehen, wie die maritime Tier- und Pflanzenwelt darauf reagieren wird. Dabei sind die Meere die wichtigste Versicherung für ein stabiles ...",negativ,de
