Titel,Token,Sentiment-Score
"The time has come to punish Orbán, Germany's next government says",government,0.0
"The time has come to punish Orbán, Germany's next government says",says,0.0
"The time has come to punish Orbán, Germany's next government says",mar,0.0
"The time has come to punish Orbán, Germany's next government says",31,0.0
"The time has come to punish Orbán, Germany's next government says",2025,0.0
"The time has come to punish Orbán, Germany's next government says",.,0.0
"The time has come to punish Orbán, Germany's next government says",friedrich,0.0
"The time has come to punish Orbán, Germany's next government says",merz's,0.0
"The time has come to punish Orbán, Germany's next government says",incoming,0.0
"The time has come to punish Orbán, Germany's next government says",coalition,0.0
"The time has come to punish Orbán, Germany's next government says",wants,0.0
"The time has come to punish Orbán, Germany's next government says",press,0.0
"The time has come to punish Orbán, Germany's next government says",eu,0.0
"The time has come to punish Orbán, Germany's next government says",look,0.0
"The time has come to punish Orbán, Germany's next government says",at,0.0
"The time has come to punish Orbán, Germany's next government says",withholding,0.0
"The time has come to punish Orbán, Germany's next government says",funds,0.0
"The time has come to punish Orbán, Germany's next government says",and,0.0
"The time has come to punish Orbán, Germany's next government says",suspending,0.0
"The time has come to punish Orbán, Germany's next government says",voting,0.0
"The time has come to punish Orbán, Germany's next government says",rights,0.0
"The time has come to punish Orbán, Germany's next government says",from,0.0
"The time has come to punish Orbán, Germany's next government says",hungary,0.0
Friedrich Merz - Project Syndicate,friedrich,0.0
Friedrich Merz - Project Syndicate,merz,0.0
Friedrich Merz - Project Syndicate,-,0.0
Friedrich Merz - Project Syndicate,project,0.0
Friedrich Merz - Project Syndicate,syndicate,0.0
Friedrich Merz - Project Syndicate,oct,0.0
Friedrich Merz - Project Syndicate,24,0.0
Friedrich Merz - Project Syndicate,",",0.0
Friedrich Merz - Project Syndicate,2024,0.0
Friedrich Merz - Project Syndicate,.,0.0
Friedrich Merz - Project Syndicate,laments,-1.5
Friedrich Merz - Project Syndicate,that,0.0
Friedrich Merz - Project Syndicate,nostalgia,0.0
Friedrich Merz - Project Syndicate,for,0.0
Friedrich Merz - Project Syndicate,us,0.0
Friedrich Merz - Project Syndicate,leadership,0.0
Friedrich Merz - Project Syndicate,unites,0.0
Friedrich Merz - Project Syndicate,a,0.0
Friedrich Merz - Project Syndicate,continent,0.0
Friedrich Merz - Project Syndicate,must,0.0
Friedrich Merz - Project Syndicate,define,0.0
Friedrich Merz - Project Syndicate,the,0.0
Friedrich Merz - Project Syndicate,decisive,0.9
Friedrich Merz - Project Syndicate,action,0.0
Friedrich Merz - Project Syndicate,needed,0.0
Friedrich Merz - Project Syndicate,now,0.0
Germany's Merz vows 'independence' from Trump's America ...,germany's,0.0
Germany's Merz vows 'independence' from Trump's America ...,merz,0.0
Germany's Merz vows 'independence' from Trump's America ...,vows,0.0
Germany's Merz vows 'independence' from Trump's America ...,'independence',0.0
Germany's Merz vows 'independence' from Trump's America ...,from,0.0
Germany's Merz vows 'independence' from Trump's America ...,trump's,0.0
Germany's Merz vows 'independence' from Trump's America ...,america,0.0
Germany's Merz vows 'independence' from Trump's America ...,.,0.0
Germany's Merz vows 'independence' from Trump's America ...,feb,0.0
Germany's Merz vows 'independence' from Trump's America ...,23,0.0
Germany's Merz vows 'independence' from Trump's America ...,",",0.0
Germany's Merz vows 'independence' from Trump's America ...,2025,0.0
Germany's Merz vows 'independence' from Trump's America ...,friedrich,0.0
Germany's Merz vows 'independence' from Trump's America ...,merz's,0.0
Germany's Merz vows 'independence' from Trump's America ...,comments,0.0
Germany's Merz vows 'independence' from Trump's America ...,mark,0.0
Germany's Merz vows 'independence' from Trump's America ...,a,0.0
Germany's Merz vows 'independence' from Trump's America ...,historic,0.0
Germany's Merz vows 'independence' from Trump's America ...,watershed,0.0
Germany's Merz vows 'independence' from Trump's America ...,:,0.0
Germany's Merz vows 'independence' from Trump's America ...,they,0.0
Germany's Merz vows 'independence' from Trump's America ...,reveal,0.0
Germany's Merz vows 'independence' from Trump's America ...,how,0.0
Germany's Merz vows 'independence' from Trump's America ...,deeply,0.0
Germany's Merz vows 'independence' from Trump's America ...,trump,0.0
Germany's Merz vows 'independence' from Trump's America ...,has,0.0
Germany's Merz vows 'independence' from Trump's America ...,shaken,-0.3
Germany's Merz vows 'independence' from Trump's America ...,the,0.0
Germany's Merz vows 'independence' from Trump's America ...,political,0.0
Germany's Merz vows 'independence' from Trump's America ...,foundations,0.0
Germany's Merz vows 'independence' from Trump's America ...,of,0.0
Germany's Merz vows 'independence' from Trump's America ...,europe,0.0
Germany's Merz vows 'independence' from Trump's America ...,which,0.0
Merz set to become German chancellor - Economist Intelligence Unit,merz,0.0
Merz set to become German chancellor - Economist Intelligence Unit,set,0.0
Merz set to become German chancellor - Economist Intelligence Unit,to,0.0
Merz set to become German chancellor - Economist Intelligence Unit,become,0.0
Merz set to become German chancellor - Economist Intelligence Unit,german,0.0
Merz set to become German chancellor - Economist Intelligence Unit,chancellor,0.0
Merz set to become German chancellor - Economist Intelligence Unit,-,0.0
Merz set to become German chancellor - Economist Intelligence Unit,economist,0.0
Merz set to become German chancellor - Economist Intelligence Unit,intelligence,2.1
Merz set to become German chancellor - Economist Intelligence Unit,unit,0.0
Merz set to become German chancellor - Economist Intelligence Unit,feb,0.0
Merz set to become German chancellor - Economist Intelligence Unit,24,0.0
Merz set to become German chancellor - Economist Intelligence Unit,",",0.0
Merz set to become German chancellor - Economist Intelligence Unit,2025,0.0
Merz set to become German chancellor - Economist Intelligence Unit,.,0.0
Merz set to become German chancellor - Economist Intelligence Unit,friedrich,0.0
Merz set to become German chancellor - Economist Intelligence Unit,will,0.0
Merz set to become German chancellor - Economist Intelligence Unit,and,0.0
Merz set to become German chancellor - Economist Intelligence Unit,the,0.0
Merz set to become German chancellor - Economist Intelligence Unit,cdu,0.0
Merz set to become German chancellor - Economist Intelligence Unit,/,0.0
Merz set to become German chancellor - Economist Intelligence Unit,csu,0.0
Merz set to become German chancellor - Economist Intelligence Unit,have,0.0
Merz set to become German chancellor - Economist Intelligence Unit,enough,0.0
Merz set to become German chancellor - Economist Intelligence Unit,seats,0.0
Merz set to become German chancellor - Economist Intelligence Unit,for,0.0
Merz set to become German chancellor - Economist Intelligence Unit,a,0.0
Merz set to become German chancellor - Economist Intelligence Unit,majority,0.0
Merz set to become German chancellor - Economist Intelligence Unit,government,0.0
Merz set to become German chancellor - Economist Intelligence Unit,with,0.0
Merz set to become German chancellor - Economist Intelligence Unit,centre,0.0
Merz set to become German chancellor - Economist Intelligence Unit,left,0.0
Merz set to become German chancellor - Economist Intelligence Unit,social,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,friedrich,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,merz,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,:,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,germany's,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,christian,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,democratic,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,union,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,leader,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,who,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,.,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,feb,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,24,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,",",0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,2025,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,risk,-1.1
Friedrich Merz: Germany's Christian Democratic Union leader who ...,-,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,taker,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,flirted,-0.2
Friedrich Merz: Germany's Christian Democratic Union leader who ...,with,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,far,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,right,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,of,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,the,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,(,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,cdu,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,),0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,is,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,set,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,to,0.0
Friedrich Merz: Germany's Christian Democratic Union leader who ...,become,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,goethe,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,-,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,universität,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,friedrich,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,merz,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,visiting,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,fellowship,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,endowment,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,dec,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,6,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,",",0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,2018,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,.,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,the,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,goal,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,of,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,is,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,to,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,appoint,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,particularly,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,renowned,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,scientists,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,in,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,fields,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,pharmacy,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,and,0.0
Goethe-Universität — Friedrich Merz Visiting Fellowship Endowment,medicine,0.0
Germany's Merz promises to do 'whatever it takes' on defence,germany's,0.0
Germany's Merz promises to do 'whatever it takes' on defence,merz,0.0
Germany's Merz promises to do 'whatever it takes' on defence,promises,1.6
Germany's Merz promises to do 'whatever it takes' on defence,to,0.0
Germany's Merz promises to do 'whatever it takes' on defence,do,0.0
Germany's Merz promises to do 'whatever it takes' on defence,'whatever,0.0
Germany's Merz promises to do 'whatever it takes' on defence,it,0.0
Germany's Merz promises to do 'whatever it takes' on defence,takes',0.0
Germany's Merz promises to do 'whatever it takes' on defence,on,0.0
Germany's Merz promises to do 'whatever it takes' on defence,defence,0.4
Germany's Merz promises to do 'whatever it takes' on defence,mar,0.0
Germany's Merz promises to do 'whatever it takes' on defence,5,0.0
Germany's Merz promises to do 'whatever it takes' on defence,",",0.0
Germany's Merz promises to do 'whatever it takes' on defence,2025,0.0
Germany's Merz promises to do 'whatever it takes' on defence,.,0.0
Germany's Merz promises to do 'whatever it takes' on defence,friedrich,0.0
Germany's Merz promises to do 'whatever it takes' on defence,who's,0.0
Germany's Merz promises to do 'whatever it takes' on defence,expected,0.0
Germany's Merz promises to do 'whatever it takes' on defence,become,0.0
Germany's Merz promises to do 'whatever it takes' on defence,next,0.0
Germany's Merz promises to do 'whatever it takes' on defence,chancellor,0.0
Germany's Merz promises to do 'whatever it takes' on defence,has,0.0
Germany's Merz promises to do 'whatever it takes' on defence,announced,0.0
Germany's Merz promises to do 'whatever it takes' on defence,a,0.0
Germany's Merz promises to do 'whatever it takes' on defence,political,0.0
Germany's Merz promises to do 'whatever it takes' on defence,deal,0.0
Germany's Merz promises to do 'whatever it takes' on defence,raise,0.0
Germany's Merz promises to do 'whatever it takes' on defence,hundreds,0.0
Germany's Merz promises to do 'whatever it takes' on defence,of,0.0
Germany's Merz promises to do 'whatever it takes' on defence,billions,0.0
Germany's Merz promises to do 'whatever it takes' on defence,euros,0.0
Germany's Merz promises to do 'whatever it takes' on defence,in,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",who,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",is,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",friedrich,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",merz,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",",",0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",the,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",pilot,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",politician,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",tipped,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",to,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",be,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",german,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",.,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",dec,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",10,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",2024,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",a,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",textbook,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",christian,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",democrat,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",in,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",way,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",germany's,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",last,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",conservative,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",chancellor,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",angela,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",merkel,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",was,0.0
"Who is Friedrich Merz, the pilot politician tipped to be German ...",not,0.0
Friedrich Merz | People | Mayer Brown,friedrich,0.0
Friedrich Merz | People | Mayer Brown,merz,0.0
Friedrich Merz | People | Mayer Brown,people,0.0
Friedrich Merz | People | Mayer Brown,mayer,0.0
Friedrich Merz | People | Mayer Brown,brown,0.0
Friedrich Merz | People | Mayer Brown,overview,0.0
Friedrich Merz | People | Mayer Brown,.,0.0
Friedrich Merz | People | Mayer Brown,was,0.0
Friedrich Merz | People | Mayer Brown,a,0.0
Friedrich Merz | People | Mayer Brown,senior,0.0
Friedrich Merz | People | Mayer Brown,counsel,0.0
Friedrich Merz | People | Mayer Brown,in,0.0
Friedrich Merz | People | Mayer Brown,the,0.0
Friedrich Merz | People | Mayer Brown,düsseldorf,0.0
Friedrich Merz | People | Mayer Brown,office,0.0
Friedrich Merz | People | Mayer Brown,of,0.0
Friedrich Merz | People | Mayer Brown,until,0.0
Friedrich Merz | People | Mayer Brown,end,0.0
Friedrich Merz | People | Mayer Brown,2021,0.0
Friedrich Merz | People | Mayer Brown,he,0.0
Friedrich Merz | People | Mayer Brown,advised,0.0
Friedrich Merz | People | Mayer Brown,clients,0.0
Friedrich Merz | People | Mayer Brown,on,0.0
Friedrich Merz | People | Mayer Brown,corporate,0.0
Friedrich Merz | People | Mayer Brown,matters,0.1
Friedrich Merz | People | Mayer Brown,",",0.0
Friedrich Merz | People | Mayer Brown,m,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,germany's,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,friedrich,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,merz,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,is,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,ready,1.5
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,to,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,bury,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,angela,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,merkel's,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,cdu,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,feb,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,11,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,",",0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,2020,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,.,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,merkel,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,the,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,german,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,chancellor's,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,most,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,likely,0.0
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,successor,0.9
Germany's Friedrich Merz Is Ready to Bury Angela Merkel's CDU,wants,0.0
