Titel,Token,Sentiment-Score
Readout of Secretary Raimondo's Meeting with German Minister for ...,raimondo's,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,meeting,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,with,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,german,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,minister,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,for,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,.,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,oct,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,27,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,",",0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,2023,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,commerce,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,gina,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,raimondo,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,met,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,germany's,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,digital,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,policy,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,and,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,transportation,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,volker,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,wissing,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,to,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,discuss,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,potential,0.0
Readout of Secretary Raimondo's Meeting with German Minister for ...,opportunities,1.6
Germany faces sudden turmoil after ruling coalition collapses,germany,0.0
Germany faces sudden turmoil after ruling coalition collapses,faces,0.0
Germany faces sudden turmoil after ruling coalition collapses,sudden,0.0
Germany faces sudden turmoil after ruling coalition collapses,turmoil,-1.5
Germany faces sudden turmoil after ruling coalition collapses,after,0.0
Germany faces sudden turmoil after ruling coalition collapses,ruling,0.0
Germany faces sudden turmoil after ruling coalition collapses,coalition,0.0
Germany faces sudden turmoil after ruling coalition collapses,collapses,-1.2
Germany faces sudden turmoil after ruling coalition collapses,nov,0.0
Germany faces sudden turmoil after ruling coalition collapses,7,0.0
Germany faces sudden turmoil after ruling coalition collapses,",",0.0
Germany faces sudden turmoil after ruling coalition collapses,2024,0.0
Germany faces sudden turmoil after ruling coalition collapses,.,0.0
Germany faces sudden turmoil after ruling coalition collapses,but,0.0
Germany faces sudden turmoil after ruling coalition collapses,early,0.0
Germany faces sudden turmoil after ruling coalition collapses,thursday,0.0
Germany faces sudden turmoil after ruling coalition collapses,transport,0.0
Germany faces sudden turmoil after ruling coalition collapses,minister,0.0
Germany faces sudden turmoil after ruling coalition collapses,volker,0.0
Germany faces sudden turmoil after ruling coalition collapses,wissing,0.0
Germany faces sudden turmoil after ruling coalition collapses,from,0.0
Germany faces sudden turmoil after ruling coalition collapses,the,0.0
Germany faces sudden turmoil after ruling coalition collapses,free,2.3
Germany faces sudden turmoil after ruling coalition collapses,democrats,0.0
Germany faces sudden turmoil after ruling coalition collapses,unexpectedly,0.0
Germany faces sudden turmoil after ruling coalition collapses,took,0.0
Germany faces sudden turmoil after ruling coalition collapses,back,0.0
Germany faces sudden turmoil after ruling coalition collapses,last,0.0
Germany faces sudden turmoil after ruling coalition collapses,night's,0.0
Germany faces sudden turmoil after ruling coalition collapses,resignation,-1.2
Germany faces sudden turmoil after ruling coalition collapses,and,0.0
Germany faces sudden turmoil after ruling coalition collapses,told,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",international,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",speaker,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",series,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",:,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",dr,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",.,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",volker,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",wissing,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",",",0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",chairman,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",of,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",the,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",nov,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",4,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",2019,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",minister,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",economic,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",affairs,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",federal,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",state,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",rhineland,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",-,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",palatinate,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",will,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",be,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",talking,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",about,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",fall,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",berlin,0.0
"International Speaker Series: Dr. Volker Wissing, Chairman of the ...",wall,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",round,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",table,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",with,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",dr,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",.,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",volker,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",wissing,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",and,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",florian,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",toncar,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",",",0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",fdp,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",zeb,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",parliamentary,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",managing,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",director,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",financial,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",policy,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",spokesman,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",of,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",the,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",group,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",in,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",bundestag,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",advocated,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",a,0.0
"Round Table with Dr. Volker Wissing and Dr. Florian Toncar, FDP | zeb",turnaround,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,politico,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,tech,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,28,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,class,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,of,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,2022,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,:,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,volker,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,wissing,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,",",0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,the,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,country's,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,newly,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,appointed,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,minister,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,for,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,digital,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,and,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,transport,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,does,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,double,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,duty,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,as,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,berlin,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,also,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,holds,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,yearlong,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,g7,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,presidency,0.0
POLITICO Tech 28 class of 2022: Volker Wissing – POLITICO,.,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",volker,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",wissing,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",-,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",simple,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",english,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",wikipedia,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",",",0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",the,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",free,2.3
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",encyclopedia,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",.,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",(,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",born,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",22,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",april,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",1970,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",),0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",is,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",a,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",german,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",lawyer,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",former,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",judge,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",and,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",politician,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",has,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",been,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",minister,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",of,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",justice,2.4
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",since,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",2024,0.0
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",he,0.0
German minister threatens 'indefinite driving bans' on weekends ...,german,0.0
German minister threatens 'indefinite driving bans' on weekends ...,minister,0.0
German minister threatens 'indefinite driving bans' on weekends ...,threatens,-1.6
German minister threatens 'indefinite driving bans' on weekends ...,'indefinite,0.0
German minister threatens 'indefinite driving bans' on weekends ...,driving,0.0
German minister threatens 'indefinite driving bans' on weekends ...,bans',0.0
German minister threatens 'indefinite driving bans' on weekends ...,on,0.0
German minister threatens 'indefinite driving bans' on weekends ...,weekends,0.0
German minister threatens 'indefinite driving bans' on weekends ...,.,0.0
German minister threatens 'indefinite driving bans' on weekends ...,apr,0.0
German minister threatens 'indefinite driving bans' on weekends ...,12,0.0
German minister threatens 'indefinite driving bans' on weekends ...,",",0.0
German minister threatens 'indefinite driving bans' on weekends ...,2024,0.0
German minister threatens 'indefinite driving bans' on weekends ...,germany's,0.0
German minister threatens 'indefinite driving bans' on weekends ...,transport,0.0
German minister threatens 'indefinite driving bans' on weekends ...,volker,0.0
German minister threatens 'indefinite driving bans' on weekends ...,wissing,0.0
German minister threatens 'indefinite driving bans' on weekends ...,is,0.0
German minister threatens 'indefinite driving bans' on weekends ...,threatening,-2.4
German minister threatens 'indefinite driving bans' on weekends ...,to,0.0
German minister threatens 'indefinite driving bans' on weekends ...,ban,-2.6
German minister threatens 'indefinite driving bans' on weekends ...,sean,0.0
German minister threatens 'indefinite driving bans' on weekends ...,gallup,0.0
German minister threatens 'indefinite driving bans' on weekends ...,/,0.0
German minister threatens 'indefinite driving bans' on weekends ...,getty,0.0
German minister threatens 'indefinite driving bans' on weekends ...,images,0.0
German minister threatens 'indefinite driving bans' on weekends ...,april,0.0
German minister threatens 'indefinite driving bans' on weekends ...,:,0.0
German minister threatens 'indefinite driving bans' on weekends ...,21,0.0
German minister threatens 'indefinite driving bans' on weekends ...,pm,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,eu,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,rejects,-2.2
EU rejects German Transport Minister Volker Wissing's concerns ...,german,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,transport,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,minister,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,volker,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,wissing's,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,concerns,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,.,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,aug,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,5,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,",",0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,2024,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,about,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,diesel,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,decommissioning,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,the,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,european,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,commission,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,does,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,not,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,want,0.3
EU rejects German Transport Minister Volker Wissing's concerns ...,to,0.0
EU rejects German Transport Minister Volker Wissing's concerns ...,change,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,german,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,transport,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,minister,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,rejects,-2.2
German transport minister rejects punitive tariffs in EU's China EV ...,punitive,-2.3
German transport minister rejects punitive tariffs in EU's China EV ...,tariffs,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,in,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,eu's,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,china,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,ev,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,.,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,sep,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,25,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,",",0.0
German transport minister rejects punitive tariffs in EU's China EV ...,2023,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,volker,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,wissing,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,has,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,rejected,-2.3
German transport minister rejects punitive tariffs in EU's China EV ...,possible,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,as,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,a,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,result,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,of,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,the,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,european,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,commission's,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,investigation,0.0
German transport minister rejects punitive tariffs in EU's China EV ...,into,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",innovation,1.6
"Innovation, Strategy, and Global Collaboration: Insights from ...",",",0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",strategy,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",and,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",global,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",collaboration,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",:,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",insights,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",from,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",.,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",feb,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",5,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",2025,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",it,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",was,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",a,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",privilege,1.5
"Innovation, Strategy, and Global Collaboration: Insights from ...",to,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",engage,1.4
"Innovation, Strategy, and Global Collaboration: Insights from ...",in,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",an,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",-,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",depth,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",one,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",on,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",discussion,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",with,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",volker,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",wissing,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",germany's,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",minister,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",of,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",transport,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",whose,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",role,0.0
"Innovation, Strategy, and Global Collaboration: Insights from ...",places,0.0
German minister wants DB to make cuts and trains run on time – DW ...,german,0.0
German minister wants DB to make cuts and trains run on time – DW ...,minister,0.0
German minister wants DB to make cuts and trains run on time – DW ...,wants,0.0
German minister wants DB to make cuts and trains run on time – DW ...,db,0.0
German minister wants DB to make cuts and trains run on time – DW ...,to,0.0
German minister wants DB to make cuts and trains run on time – DW ...,make,0.0
German minister wants DB to make cuts and trains run on time – DW ...,cuts,-1.2
German minister wants DB to make cuts and trains run on time – DW ...,and,0.0
German minister wants DB to make cuts and trains run on time – DW ...,trains,0.0
German minister wants DB to make cuts and trains run on time – DW ...,run,0.0
German minister wants DB to make cuts and trains run on time – DW ...,on,0.0
German minister wants DB to make cuts and trains run on time – DW ...,time,0.0
German minister wants DB to make cuts and trains run on time – DW ...,dw,0.0
German minister wants DB to make cuts and trains run on time – DW ...,.,0.0
German minister wants DB to make cuts and trains run on time – DW ...,sep,0.0
German minister wants DB to make cuts and trains run on time – DW ...,3,0.0
German minister wants DB to make cuts and trains run on time – DW ...,",",0.0
German minister wants DB to make cuts and trains run on time – DW ...,2024,0.0
German minister wants DB to make cuts and trains run on time – DW ...,transport,0.0
German minister wants DB to make cuts and trains run on time – DW ...,volker,0.0
German minister wants DB to make cuts and trains run on time – DW ...,wissing,0.0
German minister wants DB to make cuts and trains run on time – DW ...,has,0.0
German minister wants DB to make cuts and trains run on time – DW ...,called,0.0
German minister wants DB to make cuts and trains run on time – DW ...,state,0.0
German minister wants DB to make cuts and trains run on time – DW ...,-,0.0
German minister wants DB to make cuts and trains run on time – DW ...,owned,0.0
German minister wants DB to make cuts and trains run on time – DW ...,rail,0.0
German minister wants DB to make cuts and trains run on time – DW ...,carrier,0.0
German minister wants DB to make cuts and trains run on time – DW ...,deutsche,0.0
German minister wants DB to make cuts and trains run on time – DW ...,bahn,0.0
German minister wants DB to make cuts and trains run on time – DW ...,improve,1.9
German minister wants DB to make cuts and trains run on time – DW ...,punctuality,0.0
German minister wants DB to make cuts and trains run on time – DW ...,"""",0.0
German minister wants DB to make cuts and trains run on time – DW ...,in,0.0
German minister wants DB to make cuts and trains run on time – DW ...,the,0.0
German minister wants DB to make cuts and trains run on time – DW ...,short,0.0
German minister wants DB to make cuts and trains run on time – DW ...,term,0.0
German minister wants DB to make cuts and trains run on time – DW ...,but,0.0
German minister wants DB to make cuts and trains run on time – DW ...,also,0.0
Volker Wissing - ITF 2023 Summit,volker,0.0
Volker Wissing - ITF 2023 Summit,wissing,0.0
